comunidad,year,precio
castilla-mancha,2006,1432.0
castilla-mancha,2006,1473.0
castilla-mancha,2006,1512.0
castilla-mancha,2006,1545.0
castilla-mancha,2007,1574.0
castilla-mancha,2007,1603.0
castilla-mancha,2007,1616.0
castilla-mancha,2007,1625.0
castilla-mancha,2008,1618.0
castilla-mancha,2008,1584.0
castilla-mancha,2008,1540.0
castilla-mancha,2008,1507.0
castilla-mancha,2009,1463.0
castilla-mancha,2009,1446.0
castilla-mancha,2009,1474.0
castilla-mancha,2009,1470.0
castilla-mancha,2010,1442.0
castilla-mancha,2010,1406.0
castilla-mancha,2010,1347.0
castilla-mancha,2010,1327.0
castilla-mancha,2011,1291.0
castilla-mancha,2011,1251.0
castilla-mancha,2011,1221.0
castilla-mancha,2011,1205.0
castilla-mancha,2012,1181.0
castilla-mancha,2012,1126.0
castilla-mancha,2012,1079.0
castilla-mancha,2012,1040.0
castilla-mancha,2013,1007.0
castilla-mancha,2013,966.0
castilla-mancha,2013,940.0
castilla-mancha,2013,908.0
castilla-mancha,2014,884.0
castilla-mancha,2014,866.0
castilla-mancha,2014,858.0
castilla-mancha,2014,847.0
castilla-mancha,2015,834.0
castilla-mancha,2015,832.0
castilla-mancha,2015,826.0
castilla-mancha,2015,828.0
castilla-mancha,2016,834.0
castilla-mancha,2016,826.0
castilla-mancha,2016,817.0
castilla-mancha,2016,811.0
castilla-mancha,2017,806.0
castilla-mancha,2017,811.0
castilla-mancha,2017,805.0
castilla-mancha,2017,799.0
castilla-mancha,2018,802.0
castilla-mancha,2018,803.0
castilla-mancha,2018,807.0
castilla-mancha,2018,813.0
castilla-mancha,2019,812.0
castilla-mancha,2019,817.0
castilla-mancha,2019,830.0
castilla-mancha,2019,835.0
castilla-mancha,2020,839.0
castilla-mancha,2020,836.0
castilla-mancha,2020,844.0
castilla-mancha,2020,850.0
castilla-mancha,2021,857.0
castilla-mancha,2021,870.0
castilla-mancha,2021,877.0
castilla-mancha,2021,897.0
castilla-mancha,2022,917.0
catalunya,2003,1415.0
catalunya,2003,1486.0
catalunya,2003,1515.0
catalunya,2003,1593.0
catalunya,2004,1679.0
catalunya,2004,1775.0
catalunya,2004,1856.0
catalunya,2004,1943.0
catalunya,2005,2030.0
catalunya,2005,2136.0
catalunya,2005,2209.0
catalunya,2005,2318.0
catalunya,2006,2427.0
catalunya,2006,2548.0
catalunya,2006,2631.0
catalunya,2006,2744.0
catalunya,2007,2831.0
catalunya,2007,2872.0
catalunya,2007,2874.0
catalunya,2007,2888.0
catalunya,2008,2875.0
catalunya,2008,2841.0
catalunya,2008,2765.0
catalunya,2008,2704.0
catalunya,2009,2620.0
catalunya,2009,2548.0
catalunya,2009,2509.0
catalunya,2009,2516.0
catalunya,2010,2477.0
catalunya,2010,2442.0
catalunya,2010,2391.0
catalunya,2010,2369.0
catalunya,2011,2334.0
catalunya,2011,2297.0
catalunya,2011,2238.0
catalunya,2011,2183.0
catalunya,2012,2119.0
catalunya,2012,1995.0
catalunya,2012,1885.0
catalunya,2012,1832.0
catalunya,2013,1748.0
catalunya,2013,1677.0
catalunya,2013,1642.0
catalunya,2013,1594.0
catalunya,2014,1556.0
catalunya,2014,1527.0
catalunya,2014,1518.0
catalunya,2014,1504.0
catalunya,2015,1490.0
catalunya,2015,1491.0
catalunya,2015,1511.0
catalunya,2015,1559.0
catalunya,2016,1568.0
catalunya,2016,1585.0
catalunya,2016,1577.0
catalunya,2016,1649.0
catalunya,2017,1669.0
catalunya,2017,1721.0
catalunya,2017,1781.0
catalunya,2017,1799.0
catalunya,2018,1802.0
catalunya,2018,1839.0
catalunya,2018,1851.0
catalunya,2018,1937.0
catalunya,2019,1947.0
catalunya,2019,1953.0
catalunya,2019,1963.0
catalunya,2019,2012.0
catalunya,2020,2015.0
catalunya,2020,1999.0
catalunya,2020,1997.0
catalunya,2020,2001.0
catalunya,2021,1990.0
catalunya,2021,2008.0
catalunya,2021,2007.0
catalunya,2021,2028.0
catalunya,2022,2049.0
ceuta,2003,1116.0
ceuta,2003,1129.0
ceuta,2003,1147.0
ceuta,2003,1214.0
ceuta,2004,1260.0
ceuta,2004,1300.0
ceuta,2004,1344.0
ceuta,2004,1378.0
ceuta,2005,1385.0
ceuta,2005,1400.0
ceuta,2005,1429.0
ceuta,2005,1491.0
ceuta,2006,1534.0
ceuta,2006,1582.0
ceuta,2006,1648.0
ceuta,2006,1732.0
ceuta,2007,1750.0
ceuta,2007,1787.0
ceuta,2007,1826.0
ceuta,2007,1832.0
ceuta,2008,1855.0
ceuta,2008,1881.0
ceuta,2008,1934.0
ceuta,2008,1996.0
ceuta,2009,2059.0
ceuta,2009,2074.0
ceuta,2009,2101.0
ceuta,2009,2082.0
ceuta,2010,2080.0
ceuta,2010,2081.0
ceuta,2010,2108.0
ceuta,2010,2125.0
ceuta,2011,2148.0
ceuta,2011,2117.0
ceuta,2011,2086.0
ceuta,2011,2131.0
ceuta,2012,2027.0
ceuta,2012,2000.0
ceuta,2012,1991.0
ceuta,2012,1991.0
ceuta,2013,1945.0
ceuta,2013,1890.0
ceuta,2013,1875.0
ceuta,2013,1867.0
ceuta,2014,1892.0
ceuta,2014,1904.0
ceuta,2014,1931.0
ceuta,2014,1925.0
ceuta,2015,1902.0
ceuta,2015,1898.0
ceuta,2015,1863.0
ceuta,2015,1850.0
ceuta,2016,1830.0
ceuta,2016,1809.0
ceuta,2016,1813.0
ceuta,2016,1787.0
ceuta,2017,1786.0
ceuta,2017,1781.0
ceuta,2017,1793.0
ceuta,2017,1777.0
ceuta,2018,1770.0
ceuta,2018,1748.0
ceuta,2018,1720.0
ceuta,2018,1726.0
ceuta,2019,1749.0
ceuta,2019,1763.0
ceuta,2019,1794.0
ceuta,2019,1813.0
ceuta,2020,1820.0
ceuta,2020,1834.0
ceuta,2020,1834.0
ceuta,2020,1816.0
ceuta,2021,1823.0
ceuta,2021,1846.0
ceuta,2021,1864.0
ceuta,2021,1891.0
ceuta,2022,1904.0
comunidad-foral-navarra,2003,1251.0
comunidad-foral-navarra,2003,1269.0
comunidad-foral-navarra,2003,1277.0
comunidad-foral-navarra,2003,1294.0
comunidad-foral-navarra,2004,1318.0
comunidad-foral-navarra,2004,1353.0
comunidad-foral-navarra,2004,1393.0
comunidad-foral-navarra,2004,1445.0
comunidad-foral-navarra,2005,1513.0
comunidad-foral-navarra,2005,1520.0
comunidad-foral-navarra,2005,1558.0
comunidad-foral-navarra,2005,1617.0
comunidad-foral-navarra,2006,1665.0
comunidad-foral-navarra,2006,1719.0
comunidad-foral-navarra,2006,1793.0
comunidad-foral-navarra,2006,1835.0
comunidad-foral-navarra,2007,1849.0
comunidad-foral-navarra,2007,1904.0
comunidad-foral-navarra,2007,1927.0
comunidad-foral-navarra,2007,1946.0
comunidad-foral-navarra,2008,1979.0
comunidad-foral-navarra,2008,1981.0
comunidad-foral-navarra,2008,1988.0
comunidad-foral-navarra,2008,2029.0
comunidad-foral-navarra,2009,2065.0
comunidad-foral-navarra,2009,2069.0
comunidad-foral-navarra,2009,2048.0
comunidad-foral-navarra,2009,2026.0
comunidad-foral-navarra,2010,2003.0
comunidad-foral-navarra,2010,1981.0
comunidad-foral-navarra,2010,1951.0
comunidad-foral-navarra,2010,1913.0
comunidad-foral-navarra,2011,1902.0
comunidad-foral-navarra,2011,1875.0
comunidad-foral-navarra,2011,1845.0
comunidad-foral-navarra,2011,1815.0
comunidad-foral-navarra,2012,1776.0
comunidad-foral-navarra,2012,1708.0
comunidad-foral-navarra,2012,1636.0
comunidad-foral-navarra,2012,1582.0
comunidad-foral-navarra,2013,1534.0
comunidad-foral-navarra,2013,1498.0
comunidad-foral-navarra,2013,1474.0
comunidad-foral-navarra,2013,1446.0
comunidad-foral-navarra,2014,1407.0
comunidad-foral-navarra,2014,1381.0
comunidad-foral-navarra,2014,1348.0
comunidad-foral-navarra,2014,1318.0
comunidad-foral-navarra,2015,1274.0
comunidad-foral-navarra,2015,1230.0
comunidad-foral-navarra,2015,1213.0
comunidad-foral-navarra,2015,1199.0
comunidad-foral-navarra,2016,1186.0
comunidad-foral-navarra,2016,1168.0
comunidad-foral-navarra,2016,1153.0
comunidad-foral-navarra,2016,1121.0
comunidad-foral-navarra,2017,1129.0
comunidad-foral-navarra,2017,1149.0
comunidad-foral-navarra,2017,1158.0
comunidad-foral-navarra,2017,1142.0
comunidad-foral-navarra,2018,1143.0
comunidad-foral-navarra,2018,1161.0
comunidad-foral-navarra,2018,1177.0
comunidad-foral-navarra,2018,1182.0
comunidad-foral-navarra,2019,1194.0
comunidad-foral-navarra,2019,1213.0
comunidad-foral-navarra,2019,1232.0
comunidad-foral-navarra,2019,1259.0
comunidad-foral-navarra,2020,1284.0
comunidad-foral-navarra,2020,1317.0
comunidad-foral-navarra,2020,1304.0
comunidad-foral-navarra,2020,1308.0
comunidad-foral-navarra,2021,1303.0
comunidad-foral-navarra,2021,1329.0
comunidad-foral-navarra,2021,1354.0
comunidad-foral-navarra,2021,1383.0
comunidad-foral-navarra,2022,1414.0
comunidad-madrid,2003,1790.0
comunidad-madrid,2003,1894.0
comunidad-madrid,2003,1996.0
comunidad-madrid,2003,2112.0
comunidad-madrid,2004,2218.0
comunidad-madrid,2004,2324.0
comunidad-madrid,2004,2418.0
comunidad-madrid,2004,2511.0
comunidad-madrid,2005,2585.0
comunidad-madrid,2005,2667.0
comunidad-madrid,2005,2742.0
comunidad-madrid,2005,2822.0
comunidad-madrid,2006,2900.0
comunidad-madrid,2006,2975.0
comunidad-madrid,2009,2974.0
comunidad-madrid,2009,2885.0
comunidad-madrid,2009,2884.0
comunidad-madrid,2010,2812.0
comunidad-madrid,2010,2784.0
comunidad-madrid,2010,2755.0
comunidad-madrid,2010,2736.0
comunidad-madrid,2011,2704.0
comunidad-madrid,2011,2684.0
comunidad-madrid,2011,2626.0
comunidad-madrid,2011,2581.0
comunidad-madrid,2012,2522.0
comunidad-madrid,2012,2467.0
comunidad-madrid,2012,2354.0
comunidad-madrid,2012,2281.0
comunidad-madrid,2013,2217.0
comunidad-madrid,2013,2131.0
comunidad-madrid,2013,2023.0
comunidad-madrid,2013,1959.0
comunidad-madrid,2014,1911.0
comunidad-madrid,2014,1862.0
comunidad-madrid,2014,1842.0
comunidad-madrid,2014,1836.0
comunidad-madrid,2015,1816.0
comunidad-madrid,2015,1812.0
comunidad-madrid,2015,1814.0
comunidad-madrid,2015,1828.0
comunidad-madrid,2016,1847.0
comunidad-madrid,2016,1865.0
comunidad-madrid,2016,1878.0
comunidad-madrid,2016,1897.0
comunidad-madrid,2017,1977.0
comunidad-madrid,2017,2026.0
comunidad-madrid,2017,2076.0
comunidad-madrid,2017,2112.0
comunidad-madrid,2018,2164.0
comunidad-madrid,2018,2221.0
comunidad-madrid,2018,2283.0
comunidad-madrid,2018,2331.0
comunidad-madrid,2019,2361.0
comunidad-madrid,2019,2398.0
comunidad-madrid,2019,2442.0
comunidad-madrid,2019,2508.0
comunidad-madrid,2020,2540.0
comunidad-madrid,2020,2511.0
comunidad-madrid,2020,2459.0
comunidad-madrid,2020,2465.0
comunidad-madrid,2021,2471.0
comunidad-madrid,2021,2507.0
comunidad-madrid,2021,2577.0
comunidad-madrid,2021,2634.0
comunidad-madrid,2022,2747.0
comunitat-valenciana,2003,915.0
comunitat-valenciana,2003,959.0
comunitat-valenciana,2003,1000.0
comunitat-valenciana,2003,1038.0
comunitat-valenciana,2004,1084.0
comunitat-valenciana,2004,1144.0
comunitat-valenciana,2004,1204.0
comunitat-valenciana,2004,1250.0
comunitat-valenciana,2005,1308.0
comunitat-valenciana,2005,1373.0
comunitat-valenciana,2005,1444.0
comunitat-valenciana,2005,1504.0
comunitat-valenciana,2006,1557.0
comunitat-valenciana,2006,1621.0
comunitat-valenciana,2006,1682.0
comunitat-valenciana,2006,1737.0
comunitat-valenciana,2007,1782.0
comunitat-valenciana,2007,1823.0
comunitat-valenciana,2007,1860.0
comunitat-valenciana,2007,1876.0
comunitat-valenciana,2008,1878.0
comunitat-valenciana,2008,1868.0
comunitat-valenciana,2008,1844.0
comunitat-valenciana,2008,1804.0
comunitat-valenciana,2009,1740.0
comunitat-valenciana,2009,1709.0
comunitat-valenciana,2009,1677.0
comunitat-valenciana,2009,1644.0
comunitat-valenciana,2010,1612.0
comunitat-valenciana,2010,1593.0
comunitat-valenciana,2010,1569.0
comunitat-valenciana,2010,1543.0
comunitat-valenciana,2011,1515.0
comunitat-valenciana,2011,1515.0
comunitat-valenciana,2011,1521.0
comunitat-valenciana,2011,1467.0
comunitat-valenciana,2012,1422.0
comunitat-valenciana,2012,1367.0
comunitat-valenciana,2012,1338.0
comunitat-valenciana,2012,1299.0
comunitat-valenciana,2013,1253.0
comunitat-valenciana,2013,1223.0
comunitat-valenciana,2013,1190.0
comunitat-valenciana,2013,1147.0
comunitat-valenciana,2014,1079.0
comunitat-valenciana,2014,1081.0
comunitat-valenciana,2014,1072.0
comunitat-valenciana,2014,1057.0
comunitat-valenciana,2015,1035.0
comunitat-valenciana,2015,1036.0
comunitat-valenciana,2015,1029.0
comunitat-valenciana,2015,1025.0
comunitat-valenciana,2016,1020.0
comunitat-valenciana,2016,1020.0
comunitat-valenciana,2016,1022.0
comunitat-valenciana,2016,1026.0
comunitat-valenciana,2017,1022.0
comunitat-valenciana,2017,1026.0
comunitat-valenciana,2017,1037.0
comunitat-valenciana,2017,1037.0
comunitat-valenciana,2018,1044.0
comunitat-valenciana,2018,1080.0
comunitat-valenciana,2018,1094.0
comunitat-valenciana,2018,1101.0
comunitat-valenciana,2019,1116.0
comunitat-valenciana,2019,1110.0
comunitat-valenciana,2019,1119.0
comunitat-valenciana,2019,1135.0
comunitat-valenciana,2020,1149.0
comunitat-valenciana,2020,1146.0
comunitat-valenciana,2020,1150.0
comunitat-valenciana,2020,1147.0
comunitat-valenciana,2021,1157.0
comunitat-valenciana,2021,1179.0
comunitat-valenciana,2021,1177.0
comunitat-valenciana,2021,1206.0
comunitat-valenciana,2022,1219.0
extremadura,2003,626.0
extremadura,2003,648.0
extremadura,2003,672.0
extremadura,2003,691.0
extremadura,2004,710.0
extremadura,2004,735.0
extremadura,2004,754.0
extremadura,2004,781.0
extremadura,2005,804.0
extremadura,2005,839.0
extremadura,2005,874.0
extremadura,2005,888.0
extremadura,2006,905.0
extremadura,2006,937.0
extremadura,2006,957.0
extremadura,2006,982.0
extremadura,2007,1010.0
extremadura,2007,1037.0
extremadura,2007,1050.0
extremadura,2007,1057.0
extremadura,2008,1064.0
extremadura,2008,1067.0
extremadura,2008,1066.0
extremadura,2008,1067.0
extremadura,2009,1064.0
extremadura,2009,1064.0
extremadura,2009,1047.0
extremadura,2009,1052.0
extremadura,2010,1016.0
extremadura,2010,1013.0
extremadura,2010,994.0
extremadura,2010,997.0
extremadura,2011,1001.0
extremadura,2011,1005.0
extremadura,2011,993.0
extremadura,2011,974.0
extremadura,2012,953.0
extremadura,2012,937.0
extremadura,2012,913.0
extremadura,2012,910.0
extremadura,2013,898.0
extremadura,2013,873.0
extremadura,2013,864.0
extremadura,2013,873.0
extremadura,2014,862.0
extremadura,2014,859.0
extremadura,2014,837.0
extremadura,2014,823.0
extremadura,2015,824.0
extremadura,2015,818.0
extremadura,2015,811.0
extremadura,2015,812.0
extremadura,2016,812.0
extremadura,2016,801.0
extremadura,2016,805.0
extremadura,2016,804.0
extremadura,2017,806.0
extremadura,2017,807.0
extremadura,2017,806.0
extremadura,2017,799.0
extremadura,2018,804.0
extremadura,2018,790.0
extremadura,2018,801.0
extremadura,2018,805.0
extremadura,2019,807.0
extremadura,2019,806.0
extremadura,2019,815.0
extremadura,2019,821.0
extremadura,2020,825.0
extremadura,2020,829.0
extremadura,2020,832.0
extremadura,2020,831.0
extremadura,2021,832.0
extremadura,2021,830.0
extremadura,2021,838.0
extremadura,2021,839.0
extremadura,2022,833.0
galicia,2003,887.0
galicia,2003,909.0
galicia,2003,931.0
galicia,2003,949.0
galicia,2004,967.0
galicia,2004,1002.0
galicia,2004,1041.0
galicia,2004,1079.0
galicia,2005,1109.0
galicia,2005,1140.0
galicia,2005,1173.0
galicia,2005,1204.0
galicia,2006,1234.0
galicia,2006,1277.0
galicia,2006,1304.0
galicia,2006,1343.0
galicia,2007,1379.0
galicia,2007,1422.0
galicia,2007,1452.0
galicia,2007,1489.0
galicia,2008,1504.0
galicia,2008,1496.0
galicia,2008,1496.0
galicia,2008,1485.0
galicia,2009,1480.0
galicia,2009,1472.0
galicia,2009,1434.0
galicia,2009,1433.0
galicia,2010,1413.0
galicia,2010,1404.0
galicia,2010,1401.0
galicia,2010,1404.0
galicia,2011,1395.0
galicia,2011,1377.0
galicia,2011,1389.0
galicia,2011,1367.0
galicia,2012,1344.0
galicia,2012,1301.0
galicia,2012,1268.0
galicia,2012,1241.0
galicia,2013,1212.0
galicia,2013,1188.0
galicia,2013,1180.0
galicia,2013,1155.0
galicia,2014,1123.0
galicia,2014,1105.0
galicia,2014,1107.0
galicia,2014,1106.0
galicia,2015,1092.0
galicia,2015,1113.0
galicia,2015,1088.0
galicia,2015,1082.0
galicia,2016,1064.0
galicia,2016,1073.0
galicia,2016,1059.0
galicia,2016,1071.0
galicia,2017,1062.0
galicia,2017,1063.0
galicia,2017,1062.0
galicia,2017,1084.0
galicia,2018,1077.0
galicia,2018,1084.0
galicia,2018,1079.0
galicia,2018,1079.0
galicia,2019,1069.0
galicia,2019,1079.0
galicia,2019,1076.0
galicia,2019,1073.0
galicia,2020,1064.0
galicia,2020,1062.0
galicia,2020,1069.0
galicia,2020,1079.0
galicia,2021,1090.0
galicia,2021,1100.0
galicia,2021,1109.0
galicia,2021,1120.0
galicia,2022,1135.0
islas-baleares,2003,1485.0
islas-baleares,2003,1529.0
islas-baleares,2003,1583.0
islas-baleares,2003,1625.0
islas-baleares,2004,1679.0
islas-baleares,2004,1738.0
islas-baleares,2004,1805.0
islas-baleares,2004,1862.0
islas-baleares,2005,1926.0
islas-baleares,2005,2001.0
islas-baleares,2005,2073.0
islas-baleares,2005,2139.0
islas-baleares,2006,2202.0
islas-baleares,2006,2265.0
islas-baleares,2006,2333.0
islas-baleares,2006,2402.0
islas-baleares,2007,2480.0
islas-baleares,2007,2553.0
islas-baleares,2007,2625.0
islas-baleares,2007,2678.0
islas-baleares,2008,2711.0
islas-baleares,2008,2729.0
islas-baleares,2008,2734.0
islas-baleares,2008,2700.0
islas-baleares,2009,2651.0
islas-baleares,2009,2609.0
islas-baleares,2009,2564.0
islas-baleares,2009,2512.0
islas-baleares,2010,2461.0
islas-baleares,2010,2457.0
islas-baleares,2010,2420.0
islas-baleares,2010,2395.0
islas-baleares,2011,2369.0
islas-baleares,2011,2357.0
islas-baleares,2011,2348.0
islas-baleares,2011,2311.0
islas-baleares,2012,2261.0
islas-baleares,2012,2206.0
islas-baleares,2012,2119.0
islas-baleares,2012,2117.0
islas-baleares,2013,2049.0
islas-baleares,2013,2013.0
islas-baleares,2013,1986.0
islas-baleares,2013,1965.0
islas-baleares,2014,1931.0
islas-baleares,2014,1938.0
islas-baleares,2014,1935.0
islas-baleares,2014,1939.0
islas-baleares,2015,1946.0
islas-baleares,2015,1953.0
islas-baleares,2015,1930.0
islas-baleares,2015,1969.0
islas-baleares,2016,1999.0
